date,hour,production
2021-02-12,6,0
2021-02-12,7,0
2021-02-12,8,1.95
2021-02-12,9,6.14
2021-02-12,10,7.37
2021-02-12,11,7.65
2021-02-12,12,5
2021-02-12,13,3.52
2021-02-12,14,1.7
2021-02-12,15,2.64
2021-02-12,16,2.23
2021-02-12,17,1.41
2021-02-12,18,0
2021-02-12,19,0
2021-02-12,20,0
2021-02-12,21,0
2021-02-12,22,0
2021-02-12,23,0
2021-02-13,0,0
2021-02-13,1,0
2021-02-13,2,0
2021-02-13,3,0
2021-02-13,4,0
2021-02-13,5,0
2021-02-13,6,0
2021-02-13,7,0
2021-02-13,8,2.803
2021-02-13,9,8.127
2021-02-13,10,9.387
2021-02-13,11,9.765
2021-02-13,12,9.575
2021-02-13,13,9.355
2021-02-13,14,9.009
2021-02-13,15,8.504
2021-02-13,16,6.394
2021-02-13,17,1.641
2021-02-13,18,0
2021-02-13,19,0
2021-02-13,20,0
2021-02-13,21,0
2021-02-13,22,0
2021-02-13,23,0
2021-02-14,0,0
2021-02-14,1,0
2021-02-14,2,0
2021-02-14,3,0
2021-02-14,4,0
2021-02-14,5,0
2021-02-14,6,0
2021-02-14,7,0
2021-02-14,8,3.275
2021-02-14,9,1.89
2021-02-14,10,2.835
2021-02-14,11,5.48
2021-02-14,12,8.505
2021-02-14,13,6.709
2021-02-14,14,8.154
2021-02-14,15,7.15
2021-02-14,16,4.378
2021-02-14,17,2.398
2021-02-14,18,0
2021-02-14,19,0
2021-02-14,20,0
2021-02-14,21,0
2021-02-14,22,0
2021-02-14,23,0
2021-02-15,0,0
2021-02-15,1,0
2021-02-15,2,0
2021-02-15,3,0
2021-02-15,4,0
2021-02-15,5,0
2021-02-15,6,0
2021-02-15,7,0
2021-02-15,8,3.401
2021-02-15,9,4.411
2021-02-15,10,8.63
2021-02-15,11,5.323
2021-02-15,12,4.083
2021-02-15,13,4.474
2021-02-15,14,2.772
2021-02-15,15,3.937
2021-02-15,16,0.913
2021-02-15,17,0.347
2021-02-15,18,0
2021-02-15,19,0
2021-02-15,20,0
2021-02-15,21,0
2021-02-15,22,0
2021-02-15,23,0
2021-02-16,0,0
2021-02-16,1,0
2021-02-16,2,0
2021-02-16,3,0
2021-02-16,4,0
2021-02-16,5,0
2021-02-16,6,0
2021-02-16,7,0
2021-02-16,8,0.2
2021-02-16,9,0.315
2021-02-16,10,0.599
2021-02-16,11,2.11
2021-02-16,12,4.47
2021-02-16,13,3.181
2021-02-16,14,1.73
2021-02-16,15,1.35
2021-02-16,16,1.54
2021-02-16,17,0.44
2021-02-16,18,0
2021-02-16,19,0
2021-02-16,20,0
2021-02-16,21,0
2021-02-16,22,0
2021-02-16,23,0
2021-02-17,0,0
2021-02-17,1,0
2021-02-17,2,0
2021-02-17,3,0
2021-02-17,4,0
2021-02-17,5,0
2021-02-17,6,0
2021-02-17,7,0
2021-02-17,8,4.25
2021-02-17,9,9.04
2021-02-17,10,10.14
2021-02-17,11,10.2
2021-02-17,12,10.45
2021-02-17,13,10.45
2021-02-17,14,8.97
2021-02-17,15,8.28
2021-02-17,16,5.35
2021-02-17,17,2.2
2021-02-17,18,0
2021-02-17,19,0
2021-02-17,20,0
2021-02-17,21,0
2021-02-17,22,0
2021-02-17,23,0
2021-02-18,0,0
2021-02-18,1,0
2021-02-18,2,0
2021-02-18,3,0
2021-02-18,4,0
2021-02-18,5,0
2021-02-18,6,0
2021-02-18,7,0
2021-02-18,8,0.378
2021-02-18,9,0.94
2021-02-18,10,1.22
2021-02-18,11,1.35
2021-02-18,12,1.85
2021-02-18,13,1.67
2021-02-18,14,1.54
2021-02-18,15,1.32
2021-02-18,16,0.85
2021-02-18,17,0.22
2021-02-18,18,0
2021-02-18,19,0
2021-02-18,20,0
2021-02-18,21,0
2021-02-18,22,0
2021-02-18,23,0
2021-02-19,0,0
2021-02-19,1,0
2021-02-19,2,0
2021-02-19,3,0
2021-02-19,4,0
2021-02-19,5,0
2021-02-19,6,0
2021-02-19,7,0
2021-02-19,8,0.34
2021-02-19,9,7.86
2021-02-19,10,9.95
2021-02-19,11,8.56
2021-02-19,12,13.04
2021-02-19,13,10.49
2021-02-19,14,4.91
2021-02-19,15,5.92
2021-02-19,16,8.15
2021-02-19,17,1.54
2021-02-19,18,0
2021-02-19,19,0
2021-02-19,20,0
2021-02-19,21,0
2021-02-19,22,0
2021-02-19,23,0
2021-02-21,0,0
2021-02-21,1,0
2021-02-21,2,0
2021-02-21,3,0
2021-02-21,4,0
2021-02-21,5,0
2021-02-21,6,0
2021-02-21,7,0
2021-02-21,8,4.09
2021-02-21,9,8.34
2021-02-21,10,10.8
2021-02-21,11,12.19
2021-02-21,12,13.13
2021-02-21,13,13.54
2021-02-21,14,13.23
2021-02-21,15,12.25
2021-02-21,16,10.36
2021-02-21,17,3.9
2021-02-21,18,0
2021-02-21,19,0
2021-02-21,20,0
2021-02-21,21,0
2021-02-21,22,0
2021-02-21,23,0
2021-02-22,0,0
2021-02-22,1,0
2021-02-22,2,0
2021-02-22,3,0
2021-02-22,4,0
2021-02-22,5,0
2021-02-22,6,0
2021-02-22,7,0
2021-02-22,8,5.38
2021-02-22,9,11.08
2021-02-22,10,12.41
2021-02-22,11,12.82
2021-02-22,12,14.05
2021-02-22,13,12.37
2021-02-22,14,12.53
2021-02-22,15,12.82
2021-02-22,16,10.48
2021-02-22,17,3.84
2021-02-22,18,0
2021-02-22,19,0
2021-02-22,20,0
2021-02-22,21,0
2021-02-22,22,0
2021-02-22,23,0
2021-02-23,0,0
2021-02-23,1,0
2021-02-23,2,0
2021-02-23,3,0
2021-02-23,4,0
2021-02-23,5,0
2021-02-23,6,0
2021-02-23,7,0
2021-02-23,8,7.18
2021-02-23,9,13.29
2021-02-23,10,12.6
2021-02-23,11,13.07
2021-02-23,12,13.51
2021-02-23,13,13.26
2021-02-23,14,15.21
2021-02-23,15,10.99
2021-02-23,16,10.8
2021-02-23,17,4.09
2021-02-23,18,0
2021-02-23,19,0
2021-02-23,20,0
2021-02-23,21,0
2021-02-23,22,0
2021-02-23,23,0
2021-02-24,0,0
2021-02-24,1,0
2021-02-24,2,0
2021-02-24,3,0
2021-02-24,4,0
2021-02-24,5,0
2021-02-24,6,0
2021-02-24,7,0
2021-02-24,8,6.67
2021-02-24,9,12.75
2021-02-24,10,13.35
2021-02-24,11,12.85
2021-02-24,12,13.67
2021-02-24,13,13.29
2021-02-24,14,13.1
2021-02-24,15,13.41
2021-02-24,16,12.41
2021-02-24,17,4.97
2021-02-24,18,0
2021-02-24,19,0
2021-02-24,20,0
2021-02-24,21,0
2021-02-24,22,0
2021-02-24,23,0
2021-02-25,0,0
2021-02-25,1,0
2021-02-25,2,0
2021-02-25,3,0
2021-02-25,4,0
2021-02-25,5,0
2021-02-25,6,0
2021-02-25,7,0
2021-02-25,8,3.84
2021-02-25,9,4.59
2021-02-25,10,9.6
2021-02-25,11,11.59
2021-02-25,12,15.4
2021-02-25,13,14.83
2021-02-25,14,13.73
2021-02-25,15,14.96
2021-02-25,16,11.12
2021-02-25,17,4.22
2021-02-25,18,0
2021-02-25,19,0
2021-02-25,20,0
2021-02-25,21,0
2021-02-25,22,0
2021-02-25,23,0
2021-02-26,0,0
2021-02-26,1,0
2021-02-26,2,0
2021-02-26,3,0
2021-02-26,4,0
2021-02-26,5,0
2021-02-26,6,0
2021-02-26,7,0
2021-02-26,8,7.686
2021-02-26,9,14.301
2021-02-26,10,15.182
2021-02-26,11,15.12
2021-02-26,12,15.625
2021-02-26,13,15.182
2021-02-26,14,15.278
2021-02-26,15,15.466
2021-02-26,16,12.695
2021-02-26,17,5.386
2021-02-26,18,0
2021-02-26,19,0
2021-02-26,20,0
2021-02-26,21,0
2021-02-26,22,0
2021-02-26,23,0
2021-02-27,0,0
2021-02-27,1,0
2021-02-27,2,0
2021-02-27,3,0
2021-02-27,4,0
2021-02-27,5,0
2021-02-27,6,0
2021-02-27,7,0
2021-02-27,8,9.04
2021-02-27,9,14.67
2021-02-27,10,15.34
2021-02-27,11,14.9
2021-02-27,12,15.9
2021-02-27,13,14.99
2021-02-27,14,15.43
2021-02-27,15,14.67
2021-02-27,16,12.97
2021-02-27,17,5
2021-02-27,18,0
2021-02-27,19,0
2021-02-27,20,0
2021-02-27,21,0
2021-02-27,22,0
2021-02-27,23,0
2021-02-28,0,0
2021-02-28,1,0
2021-02-28,2,0
2021-02-28,3,0
2021-02-28,4,0
2021-02-28,5,0
2021-02-28,6,0
2021-02-28,7,0
2021-02-28,8,7.9
2021-02-28,9,14.75
2021-02-28,10,15.25
2021-02-28,11,15.03
2021-02-28,12,15.69
2021-02-28,13,15.31
2021-02-28,14,15.21
2021-02-28,15,14.89
2021-02-28,16,12.34
2021-02-28,17,4.66
2021-02-28,18,0
2021-02-28,19,0
2021-02-28,20,0
2021-02-28,21,0
2021-02-28,22,0
2021-02-28,23,0
2021-03-01,0,0
2021-03-01,1,0
2021-03-01,2,0
2021-03-01,3,0
2021-03-01,4,0
2021-03-01,5,0
2021-03-01,6,0
2021-03-01,7,0
2021-03-01,8,6.9
2021-03-01,9,14.59
2021-03-01,10,17.45
2021-03-01,11,16.38
2021-03-01,12,18.86
2021-03-01,13,17.23
2021-03-01,14,17.64
2021-03-01,15,17.67
2021-03-01,16,15.56
2021-03-01,17,6.86
2021-03-01,18,0
2021-03-01,19,0
2021-03-01,20,0
2021-03-01,21,0
2021-03-01,22,0
2021-03-01,23,0
2021-03-02,0,0
2021-03-02,1,0
2021-03-02,2,0
2021-03-02,3,0
2021-03-02,4,0
2021-03-02,5,0
2021-03-02,6,0
2021-03-02,7,0
2021-03-02,8,2.11
2021-03-02,9,12.47
2021-03-02,10,9.32
2021-03-02,11,15.59
2021-03-02,12,13.1
2021-03-02,13,9.6
2021-03-02,14,14.55
2021-03-02,15,13.45
2021-03-02,16,3.34
2021-03-02,17,1.71
2021-03-02,18,0
2021-03-02,19,0
2021-03-02,20,0
2021-03-02,21,0
2021-03-02,22,0
2021-03-02,23,0
2021-03-03,0,0
2021-03-03,1,0
2021-03-03,2,0
2021-03-03,3,0
2021-03-03,4,0
2021-03-03,5,0
2021-03-03,6,0
2021-03-03,7,0
2021-03-03,8,0.37
2021-03-03,9,1.26
2021-03-03,10,6.08
2021-03-03,11,9.67
2021-03-03,12,6.23
2021-03-03,13,2.99
2021-03-03,14,2.45
2021-03-03,15,4.03
2021-03-03,16,8.22
2021-03-03,17,1.92
2021-03-03,18,0
2021-03-03,19,0
2021-03-03,20,0
2021-03-03,21,0
2021-03-03,22,0
2021-03-03,23,0
2021-03-04,0,0
2021-03-04,1,0
2021-03-04,2,0
2021-03-04,3,0
2021-03-04,4,0
2021-03-04,5,0
2021-03-04,6,0
2021-03-04,7,0
2021-03-04,8,12.72
2021-03-04,9,15.68
2021-03-04,10,17.16
2021-03-04,11,12.31
2021-03-04,12,18.68
2021-03-04,13,16.09
2021-03-04,14,13.6
2021-03-04,15,17.54
2021-03-04,16,15.81
2021-03-04,17,7.84
2021-03-04,18,0
2021-03-04,19,0
2021-03-04,20,0
2021-03-04,21,0
2021-03-04,22,0
2021-03-04,23,0
2021-03-05,0,0
2021-03-05,1,0
2021-03-05,2,0
2021-03-05,3,0
2021-03-05,4,0
2021-03-05,5,0
2021-03-05,6,0
2021-03-05,7,0
2021-03-05,8,14.49
2021-03-05,9,16.97
2021-03-05,10,17.48
2021-03-05,11,17.23
2021-03-05,12,17.95
2021-03-05,13,17.89
2021-03-05,14,17.54
2021-03-05,15,17.73
2021-03-05,16,15.97
2021-03-05,17,8
2021-03-05,18,0
2021-03-05,19,0
2021-03-05,20,0
2021-03-05,21,0
2021-03-05,22,0
2021-03-05,23,0
2021-03-06,0,0
2021-03-06,1,0
2021-03-06,2,0
2021-03-06,3,0
2021-03-06,4,0
2021-03-06,5,0
2021-03-06,6,0
2021-03-06,7,0
2021-03-06,8,7.307
2021-03-06,9,15.845
2021-03-06,10,17.356
2021-03-06,11,15.215
2021-03-06,12,18.365
2021-03-06,13,17.577
2021-03-06,14,17.514
2021-03-06,15,17.168
2021-03-06,16,7.497
2021-03-06,17,2.362
2021-03-06,18,0
2021-03-06,19,0
2021-03-06,20,0
2021-03-06,21,0
2021-03-06,22,0
2021-03-06,23,0
2021-03-07,0,0
2021-03-07,1,0
2021-03-07,2,0
2021-03-07,3,0
2021-03-07,4,0
2021-03-07,5,0
2021-03-07,6,0
2021-03-07,7,0
2021-03-07,8,12.19
2021-03-07,9,16.66
2021-03-07,10,17.51
2021-03-07,11,17.76
2021-03-07,12,17.83
2021-03-07,13,17.82
2021-03-07,14,17.1
2021-03-07,15,18.8
2021-03-07,16,13.32
2021-03-07,17,4.85
2021-03-07,18,0
2021-03-07,19,0
2021-03-07,20,0
2021-03-07,21,0
2021-03-07,22,0
2021-03-07,23,0
2021-03-08,0,0
2021-03-08,1,0
2021-03-08,2,0
2021-03-08,3,0
2021-03-08,4,0
2021-03-08,5,0
2021-03-08,6,0
2021-03-08,7,0
2021-03-08,8,12.662
2021-03-08,9,17.546
2021-03-08,10,18.112
2021-03-08,11,16.569
2021-03-08,12,19.781
2021-03-08,13,15.72
2021-03-08,14,17.041
2021-03-08,15,17.42
2021-03-08,16,14.396
2021-03-08,17,5.229
2021-03-08,18,0.473
2021-03-08,19,0
2021-03-08,20,0
2021-03-08,21,0
2021-03-08,22,0
2021-03-08,23,0
2021-03-09,0,0
2021-03-09,1,0
2021-03-09,2,0
2021-03-09,3,0
2021-03-09,4,0
2021-03-09,5,0
2021-03-09,6,0
2021-03-09,7,0.976
2021-03-09,8,9.545
2021-03-09,9,15.844
2021-03-09,10,17.829
2021-03-09,11,12.694
2021-03-09,12,13.167
2021-03-09,13,6.962
2021-03-09,14,6.678
2021-03-09,15,3.874
2021-03-09,16,2.804
2021-03-09,17,1.795
2021-03-09,18,0.315
2021-03-09,19,0
2021-03-09,20,0
2021-03-09,21,0
2021-03-09,22,0
2021-03-09,23,0
2021-03-10,0,0
2021-03-10,1,0
2021-03-10,2,0
2021-03-10,3,0
2021-03-10,4,0
2021-03-10,5,0
2021-03-10,6,0
2021-03-10,7,0.787
2021-03-10,8,6.962
2021-03-10,9,13.765
2021-03-10,10,17.482
2021-03-10,11,16.664
2021-03-10,12,17.324
2021-03-10,13,15.687
2021-03-10,14,16.884
2021-03-10,15,17.074
2021-03-10,16,14.711
2021-03-10,17,6.394
2021-03-10,18,0.724
2021-03-10,19,0
2021-03-10,20,0
2021-03-10,21,0
2021-03-10,22,0
2021-03-10,23,0
2021-03-11,0,0
2021-03-11,1,0
2021-03-11,2,0
2021-03-11,3,0
2021-03-11,4,0
2021-03-11,5,0
2021-03-11,6,0
2021-03-11,7,1.69
2021-03-11,8,10.96
2021-03-11,9,17.38
2021-03-11,10,17.7
2021-03-11,11,16.63
2021-03-11,12,16.09
2021-03-11,13,14.04
2021-03-11,14,14.93
2021-03-11,15,10.74
2021-03-11,16,14.33
2021-03-11,17,7.9
2021-03-11,18,0.28
2021-03-11,19,0
2021-03-11,20,0
2021-03-11,21,0
2021-03-11,22,0
2021-03-11,23,0
2021-03-12,0,0
2021-03-12,1,0
2021-03-12,2,0
2021-03-12,3,0
2021-03-12,4,0
2021-03-12,5,0
2021-03-12,6,0
2021-03-12,7,0.724
2021-03-12,8,7.718
2021-03-12,9,10.899
2021-03-12,10,8.536
2021-03-12,11,8.883
2021-03-12,12,10.048
2021-03-12,13,20.003
2021-03-12,14,17.42
2021-03-12,15,18.018
2021-03-12,16,17.577
2021-03-12,17,6.426
2021-03-12,18,0.945
2021-03-12,19,0
2021-03-12,20,0
2021-03-12,21,0
2021-03-12,22,0
2021-03-12,23,0
2021-03-13,0,0
2021-03-13,1,0
2021-03-13,2,0
2021-03-13,3,0
2021-03-13,4,0
2021-03-13,5,0
2021-03-13,6,0
2021-03-13,7,2.614
2021-03-13,8,12.631
2021-03-13,9,18.05
2021-03-13,10,17.608
2021-03-13,11,17.23
2021-03-13,12,19.656
2021-03-13,13,16.38
2021-03-13,14,17.388
2021-03-13,15,16.506
2021-03-13,16,15.97
2021-03-13,17,7.182
2021-03-13,18,0.599
2021-03-13,19,0
2021-03-13,20,0
2021-03-13,21,0
2021-03-13,22,0
2021-03-13,23,0
2021-03-14,0,0
2021-03-14,1,0
2021-03-14,2,0
2021-03-14,3,0
2021-03-14,4,0
2021-03-14,5,0
2021-03-14,6,0
2021-03-14,7,1.07
2021-03-14,8,6.773
2021-03-14,9,12.568
2021-03-14,10,11.544
2021-03-14,11,11.938
2021-03-14,12,10.522
2021-03-14,13,5.134
2021-03-14,14,3.37
2021-03-14,15,2.836
2021-03-14,16,1.386
2021-03-14,17,0.977
2021-03-14,18,0.126
2021-03-14,19,0
2021-03-14,20,0
2021-03-14,21,0
2021-03-14,22,0
2021-03-14,23,0
2021-03-15,0,0
2021-03-15,1,0
2021-03-15,2,0
2021-03-15,3,0
2021-03-15,4,0
2021-03-15,5,0
2021-03-15,6,0
2021-03-15,7,0.472
2021-03-15,8,1.355
2021-03-15,9,1.48
2021-03-15,10,2.079
2021-03-15,11,2.11
2021-03-15,12,4.505
2021-03-15,13,3.402
2021-03-15,14,2.804
2021-03-15,15,1.449
2021-03-15,16,1.228
2021-03-15,17,1.481
2021-03-15,18,0.787
2021-03-15,19,0
2021-03-15,20,0
2021-03-15,21,0
2021-03-15,22,0
2021-03-15,23,0
2021-03-16,0,0
2021-03-16,1,0
2021-03-16,2,0
2021-03-16,3,0
2021-03-16,4,0
2021-03-16,5,0
2021-03-16,6,0
2021-03-16,7,0.756
2021-03-16,8,12.221
2021-03-16,9,17.609
2021-03-16,10,16.664
2021-03-16,11,13.545
2021-03-16,12,17.041
2021-03-16,13,17.734
2021-03-16,14,16.065
2021-03-16,15,17.483
2021-03-16,16,14.364
2021-03-16,17,8.568
2021-03-16,18,0.913
2021-03-16,19,0
2021-03-16,20,0
2021-03-16,21,0
2021-03-16,22,0
2021-03-16,23,0
2021-03-17,0,0
2021-03-17,1,0
2021-03-17,2,0
2021-03-17,3,0
2021-03-17,4,0
2021-03-17,5,0
2021-03-17,6,0
2021-03-17,7,1.071
2021-03-17,8,2.299
2021-03-17,9,2.615
2021-03-17,10,10.364
2021-03-17,11,3.812
2021-03-17,12,5.04
2021-03-17,13,5.89
2021-03-17,14,16.601
2021-03-17,15,16.475
2021-03-17,16,16.002
2021-03-17,17,8.41
2021-03-17,18,0.914
2021-03-17,19,0
2021-03-17,20,0
2021-03-17,21,0
2021-03-17,22,0
2021-03-17,23,0
2021-03-18,0,0
2021-03-18,1,0
2021-03-18,2,0
2021-03-18,3,0
2021-03-18,4,0
2021-03-18,5,0
2021-03-18,6,0
2021-03-18,7,1.133
2021-03-18,8,11.372
2021-03-18,9,16.191
2021-03-18,10,8.442
2021-03-18,11,13.041
2021-03-18,12,16.568
2021-03-18,13,12.758
2021-03-18,14,15.278
2021-03-18,15,13.576
2021-03-18,16,8.096
2021-03-18,17,2.393
2021-03-18,18,0.347
2021-03-18,19,0
2021-03-18,20,0
2021-03-18,21,0
2021-03-18,22,0
2021-03-18,23,0
2021-03-19,0,0
2021-03-19,1,0
2021-03-19,2,0
2021-03-19,3,0
2021-03-19,4,0
2021-03-19,5,0
2021-03-19,6,0
2021-03-19,7,1.26
2021-03-19,8,14.048
2021-03-19,9,17.324
2021-03-19,10,16.191
2021-03-19,11,17.514
2021-03-19,12,16.626
2021-03-19,13,13.482
2021-03-19,14,11.749
2021-03-19,15,12.348
2021-03-19,16,17.357
2021-03-19,17,9.387
2021-03-19,18,1.291
2021-03-19,19,0
2021-03-19,20,0
2021-03-19,21,0
2021-03-19,22,0
2021-03-19,23,0
2021-03-20,0,0
2021-03-20,1,0
2021-03-20,2,0
2021-03-20,3,0
2021-03-20,4,0
2021-03-20,5,0
2021-03-20,6,0
2021-03-20,7,1.543
2021-03-20,8,5.513
2021-03-20,9,13.418
2021-03-20,10,12.884
2021-03-20,11,15.75
2021-03-20,12,17.451
2021-03-20,13,17.955
2021-03-20,14,15.215
2021-03-20,15,10.805
2021-03-20,16,11.895
2021-03-20,17,8.316
2021-03-20,18,1.26
2021-03-20,19,0
2021-03-20,20,0
2021-03-20,21,0
2021-03-20,22,0
2021-03-20,23,0
2021-03-21,0,0
2021-03-21,1,0
2021-03-21,2,0
2021-03-21,3,0
2021-03-21,4,0
2021-03-21,5,0
2021-03-21,6,0
2021-03-21,7,2.173
2021-03-21,8,13.388
2021-03-21,9,19.089
2021-03-21,10,19.404
2021-03-21,11,19.908
2021-03-21,12,19.782
2021-03-21,13,20.538
2021-03-21,14,19.246
2021-03-21,15,17.798
2021-03-21,16,17.262
2021-03-21,17,8.725
2021-03-21,18,1.322
2021-03-21,19,0
2021-03-21,20,0
2021-03-21,21,0
2021-03-21,22,0
2021-03-21,23,0
2021-03-22,0,0
2021-03-22,1,0
2021-03-22,2,0
2021-03-22,3,0
2021-03-22,4,0
2021-03-22,5,0
2021-03-22,6,0
2021-03-22,7,0.94
2021-03-22,8,4.94
2021-03-22,9,15.49
2021-03-22,10,19.75
2021-03-22,11,21.35
2021-03-22,12,21.35
2021-03-22,13,21.89
2021-03-22,14,21.1
2021-03-22,15,20.5
2021-03-22,16,17.95
2021-03-22,17,8.12
2021-03-22,18,1.04
2021-03-22,19,0
2021-03-22,20,0
2021-03-22,21,0
2021-03-22,22,0
2021-03-22,23,0
2021-03-23,0,0
